,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
3773,61,retired,married,secondary,no,1058,no,no,cellular,27,jul,218,2,91,3,success,yes
8575,44,technician,married,secondary,no,0,yes,no,unknown,30,may,243,3,-1,0,unknown,no
4446,31,admin.,single,tertiary,no,4041,no,no,cellular,30,apr,1034,2,-1,0,unknown,yes
2273,34,admin.,single,secondary,no,303,no,no,cellular,4,jun,282,3,126,3,failure,yes
9837,48,admin.,married,unknown,no,3756,no,no,cellular,14,aug,65,10,-1,0,unknown,no
2690,47,technician,divorced,secondary,no,1013,no,no,cellular,15,sep,170,1,92,3,failure,yes
3506,54,management,married,tertiary,no,1624,no,no,cellular,12,may,166,3,182,10,success,yes
9663,34,blue-collar,married,secondary,no,-436,yes,no,unknown,26,may,317,1,-1,0,unknown,no
6557,40,technician,married,secondary,no,-496,no,no,telephone,28,jul,22,2,-1,0,unknown,no
2620,52,blue-collar,married,secondary,no,2087,yes,no,cellular,31,aug,267,1,474,1,failure,yes
1507,29,management,single,tertiary,no,268,no,no,cellular,16,apr,667,1,-1,0,unknown,yes
11028,38,blue-collar,married,secondary,no,360,yes,no,unknown,14,may,220,2,-1,0,unknown,no
6717,31,technician,divorced,secondary,no,268,no,no,unknown,16,may,118,2,-1,0,unknown,no
10852,39,services,married,secondary,no,208,no,yes,cellular,9,feb,122,2,-1,0,unknown,no
1144,38,technician,divorced,secondary,no,902,yes,no,cellular,3,feb,650,1,-1,0,unknown,yes
4146,40,management,married,tertiary,no,4539,no,no,cellular,13,jul,256,3,439,1,failure,yes
5076,51,admin.,married,secondary,no,241,no,no,cellular,7,dec,308,2,-1,0,unknown,yes
3953,48,technician,married,primary,no,235,no,no,cellular,9,sep,386,2,191,3,success,yes
4300,46,technician,married,secondary,no,1167,yes,no,cellular,21,nov,1540,2,-1,0,unknown,yes
2321,25,services,single,secondary,no,505,no,no,cellular,15,jun,284,1,-1,0,unknown,yes
2134,43,management,married,tertiary,no,79,no,no,cellular,26,may,640,1,-1,0,unknown,yes
7746,50,management,single,unknown,no,1277,no,no,cellular,4,may,63,1,-1,0,unknown,no
3867,30,student,single,secondary,no,1779,no,no,cellular,11,aug,233,1,433,1,success,yes
3473,19,student,single,secondary,no,329,no,no,cellular,30,apr,169,1,190,2,success,yes
443,34,entrepreneur,married,tertiary,no,146,yes,no,cellular,14,jul,788,2,-1,0,unknown,yes
8174,32,technician,single,tertiary,no,13711,yes,no,cellular,14,may,638,1,175,3,success,no
5567,45,blue-collar,married,secondary,no,105,yes,yes,unknown,13,may,119,1,-1,0,unknown,no
240,58,entrepreneur,married,tertiary,no,853,no,no,unknown,5,jun,1149,2,-1,0,unknown,yes
10298,37,admin.,single,secondary,no,-261,no,yes,cellular,10,jul,259,1,-1,0,unknown,no
9067,33,management,divorced,tertiary,no,387,no,no,cellular,6,feb,17,5,-1,0,unknown,no
5790,51,housemaid,divorced,primary,no,127,no,no,unknown,13,sep,69,1,-1,0,unknown,no
2600,60,retired,married,tertiary,no,108,no,no,cellular,26,aug,624,1,-1,0,unknown,yes
988,32,technician,single,tertiary,no,550,no,no,cellular,19,nov,337,1,-1,0,unknown,yes
1011,47,services,married,secondary,no,1315,no,no,cellular,20,nov,329,4,-1,0,unknown,yes
3674,32,management,single,tertiary,no,623,no,no,cellular,6,jul,335,3,194,2,failure,yes
8386,32,technician,married,tertiary,no,15,no,no,cellular,14,may,226,1,346,1,failure,no
5845,42,technician,married,secondary,no,1013,no,yes,cellular,28,aug,117,8,-1,0,unknown,no
9568,57,management,married,primary,no,687,yes,yes,telephone,21,jul,107,3,-1,0,unknown,no
9510,35,unemployed,married,secondary,no,1,yes,no,cellular,28,jul,173,8,-1,0,unknown,no
1266,37,management,married,tertiary,no,5355,no,no,telephone,17,feb,466,4,-1,0,unknown,yes
8640,34,management,married,tertiary,no,3402,no,no,cellular,3,jun,88,2,-1,0,unknown,no
9045,53,management,married,tertiary,no,0,yes,no,cellular,14,jul,85,3,-1,0,unknown,no
1578,35,management,single,tertiary,no,1750,yes,no,cellular,21,apr,333,3,-1,0,unknown,yes
6170,37,unemployed,married,tertiary,no,1236,no,no,cellular,29,jul,300,2,-1,0,unknown,no
4468,43,services,married,secondary,no,-236,yes,no,cellular,28,jul,745,7,-1,0,unknown,yes
7765,26,unemployed,single,secondary,no,461,no,no,cellular,28,jan,214,1,-1,0,unknown,no
10011,28,services,single,secondary,no,6332,yes,no,telephone,7,may,149,1,343,4,failure,no
5707,28,technician,single,secondary,no,631,no,no,cellular,29,apr,835,7,-1,0,unknown,no
6431,32,management,married,tertiary,no,134,no,yes,cellular,29,aug,162,2,-1,0,unknown,no
7034,59,management,married,tertiary,yes,782,no,yes,cellular,13,aug,127,2,-1,0,unknown,no
9388,50,blue-collar,married,primary,no,280,yes,no,unknown,18,jun,61,23,-1,0,unknown,no
1165,41,self-employed,single,tertiary,no,-94,yes,no,cellular,4,feb,1164,1,203,1,failure,yes
2195,34,management,married,tertiary,no,611,no,no,cellular,2,jun,350,1,-1,0,unknown,yes
3991,46,services,married,primary,no,4343,yes,no,unknown,20,sep,185,1,-1,0,unknown,yes
11038,36,blue-collar,married,unknown,no,1023,yes,no,cellular,4,feb,184,2,-1,0,unknown,no
8153,42,blue-collar,married,primary,no,1556,no,yes,cellular,8,jul,113,1,-1,0,unknown,no
8769,36,management,married,tertiary,no,3770,yes,no,cellular,31,jul,150,4,-1,0,unknown,no
939,35,unemployed,single,secondary,no,127,yes,no,telephone,14,nov,162,1,-1,0,unknown,yes
849,51,unemployed,married,secondary,no,234,no,no,cellular,22,aug,735,1,-1,0,unknown,yes
6754,48,blue-collar,married,unknown,no,113,no,no,cellular,11,aug,104,13,-1,0,unknown,no
9518,32,blue-collar,single,secondary,no,15341,no,no,unknown,21,may,738,3,-1,0,unknown,no
8391,34,admin.,married,secondary,no,445,no,no,cellular,19,aug,256,2,-1,0,unknown,no
9451,56,technician,single,primary,no,145,yes,no,telephone,6,feb,124,2,9,2,other,no
9619,27,blue-collar,single,primary,no,431,yes,no,unknown,15,may,286,2,-1,0,unknown,no
1851,39,admin.,single,secondary,no,2345,yes,no,cellular,8,may,491,2,344,2,failure,yes
6464,41,technician,married,unknown,no,30,yes,no,cellular,10,jul,151,1,-1,0,unknown,no
6169,49,services,married,secondary,no,280,yes,no,telephone,14,jul,162,3,-1,0,unknown,no
32,26,blue-collar,single,secondary,no,82,yes,no,unknown,9,may,654,1,-1,0,unknown,yes
8856,40,blue-collar,divorced,primary,no,737,yes,yes,unknown,12,may,102,1,-1,0,unknown,no
1510,36,technician,single,secondary,no,2511,yes,no,cellular,16,apr,700,5,-1,0,unknown,yes
781,53,services,married,secondary,no,6170,no,no,cellular,13,aug,838,4,-1,0,unknown,yes
1409,42,management,single,tertiary,no,11891,no,no,cellular,6,apr,158,1,-1,0,unknown,yes
8534,26,technician,single,secondary,yes,-454,no,yes,cellular,18,jul,652,2,-1,0,unknown,no
1470,41,housemaid,married,primary,no,0,no,no,cellular,14,apr,168,1,-1,0,unknown,yes
10714,54,management,married,tertiary,no,1938,yes,no,telephone,31,jul,81,7,-1,0,unknown,no
1410,50,blue-collar,married,primary,no,4979,no,no,telephone,6,apr,180,1,-1,0,unknown,yes
2196,26,admin.,single,tertiary,no,313,no,yes,cellular,2,jun,199,1,96,2,success,yes
7815,49,technician,married,secondary,no,2400,no,no,cellular,21,oct,262,3,-1,0,unknown,no
250,29,self-employed,married,secondary,no,425,yes,no,unknown,5,jun,562,15,-1,0,unknown,yes
3011,58,management,married,tertiary,no,256,no,no,cellular,10,dec,422,1,188,3,success,yes
6500,28,self-employed,married,tertiary,no,120,yes,yes,unknown,8,may,130,3,-1,0,unknown,no
1206,59,retired,divorced,tertiary,no,3444,no,no,cellular,6,feb,241,2,-1,0,unknown,yes
4645,41,blue-collar,married,secondary,no,5517,yes,no,cellular,10,jul,584,1,-1,0,unknown,yes
4292,33,admin.,married,secondary,no,920,no,no,cellular,30,apr,344,1,-1,0,unknown,yes
7376,49,technician,single,unknown,no,443,no,no,unknown,20,jun,25,11,-1,0,unknown,no
11034,42,blue-collar,married,primary,no,0,no,no,unknown,20,jun,19,2,-1,0,unknown,no
458,37,management,divorced,tertiary,no,1775,no,no,cellular,15,jul,514,5,-1,0,unknown,yes
2021,27,services,single,secondary,no,353,yes,no,cellular,15,may,663,1,-1,0,unknown,yes
6061,32,student,single,unknown,no,1583,yes,no,unknown,20,may,57,1,-1,0,unknown,no
9748,32,technician,single,secondary,no,129,yes,no,cellular,7,may,213,1,-1,0,unknown,no
736,33,management,single,tertiary,no,0,no,no,cellular,11,aug,699,7,-1,0,unknown,yes
8746,55,blue-collar,married,secondary,no,467,no,no,cellular,25,aug,129,5,-1,0,unknown,no
1990,34,admin.,married,secondary,no,124,yes,no,telephone,14,may,604,4,366,2,other,yes
4828,59,admin.,married,secondary,no,3735,no,no,cellular,17,jun,243,3,91,6,success,yes
1633,72,self-employed,married,tertiary,no,132,no,no,cellular,27,apr,444,1,-1,0,unknown,yes
10814,56,technician,single,secondary,no,3499,yes,no,unknown,29,may,248,3,-1,0,unknown,no
7863,31,blue-collar,married,primary,no,-454,yes,yes,unknown,28,may,861,2,-1,0,unknown,no
2617,27,student,single,tertiary,no,118,no,no,cellular,31,aug,160,3,98,1,failure,yes
9244,27,services,single,secondary,no,194,yes,no,unknown,16,may,326,1,-1,0,unknown,no
2875,29,student,single,unknown,no,10332,no,no,cellular,2,nov,46,3,-1,0,unknown,yes
2053,22,services,single,secondary,no,344,yes,no,cellular,18,may,347,1,-1,0,unknown,yes
11064,55,retired,married,tertiary,no,2929,no,no,unknown,16,jun,556,3,-1,0,unknown,no
5871,26,blue-collar,married,primary,no,133,no,yes,cellular,25,jul,57,3,-1,0,unknown,no
4057,42,management,married,unknown,no,1519,no,no,cellular,19,oct,230,1,92,1,success,yes
5725,32,admin.,married,secondary,no,337,no,no,cellular,15,may,51,3,368,1,failure,no
2202,38,admin.,married,tertiary,no,1988,no,no,cellular,2,jun,103,1,67,4,success,yes
8989,34,unemployed,married,secondary,no,428,yes,no,cellular,7,apr,221,2,267,3,other,no
5505,32,management,single,tertiary,no,0,no,no,cellular,22,aug,360,2,-1,0,unknown,no
8448,31,technician,single,secondary,no,4888,yes,no,telephone,5,may,475,4,166,2,failure,no
1499,35,technician,married,secondary,no,545,yes,no,cellular,16,apr,1579,1,234,4,failure,yes
6480,59,retired,married,primary,no,1423,yes,no,unknown,15,may,584,2,-1,0,unknown,no
2996,50,admin.,married,secondary,no,10250,yes,no,cellular,7,dec,254,3,385,2,other,yes
4175,54,management,divorced,tertiary,no,487,yes,no,unknown,21,may,828,4,-1,0,unknown,yes
10156,42,self-employed,married,secondary,no,0,no,no,cellular,14,aug,277,4,-1,0,unknown,no
10746,43,services,divorced,secondary,no,313,yes,no,cellular,8,may,155,2,-1,0,unknown,no
10854,45,management,divorced,tertiary,no,2813,yes,no,cellular,13,may,43,1,-1,0,unknown,no
1168,69,retired,married,primary,no,324,no,no,cellular,4,feb,136,4,-1,0,unknown,yes
9635,38,services,married,secondary,no,-314,yes,no,unknown,28,may,66,2,-1,0,unknown,no
7866,31,services,single,secondary,no,900,yes,no,cellular,9,apr,221,2,140,6,failure,no
5014,79,retired,married,secondary,no,8304,no,no,telephone,9,mar,303,9,-1,0,unknown,yes
7885,76,retired,married,secondary,no,2302,no,no,telephone,5,feb,110,1,87,2,failure,no
7284,35,blue-collar,married,secondary,no,1949,yes,no,unknown,2,jun,200,3,-1,0,unknown,no
10623,37,self-employed,divorced,tertiary,no,1513,no,no,unknown,30,may,510,1,-1,0,unknown,no
8307,39,blue-collar,single,secondary,no,522,yes,no,telephone,14,may,225,7,350,2,failure,no
6490,45,entrepreneur,married,tertiary,no,219,yes,yes,cellular,28,jul,118,4,-1,0,unknown,no
6438,51,management,married,tertiary,no,-321,no,no,cellular,6,feb,470,2,9,2,other,no
7168,39,services,married,secondary,no,0,yes,no,cellular,8,may,503,1,-1,0,unknown,no
6128,33,blue-collar,married,secondary,no,-81,yes,no,cellular,29,jan,339,2,-1,0,unknown,no
5977,42,admin.,divorced,secondary,no,-249,yes,no,cellular,14,jul,149,3,-1,0,unknown,no
536,41,technician,single,tertiary,no,145,no,no,cellular,22,jul,1833,2,-1,0,unknown,yes
876,53,blue-collar,married,primary,no,5603,no,no,cellular,28,aug,2372,6,-1,0,unknown,yes
4019,29,services,single,secondary,no,1934,no,no,cellular,29,sep,271,1,-1,0,unknown,yes
2072,32,blue-collar,single,primary,no,12198,yes,no,cellular,18,may,178,1,-1,0,unknown,yes
1956,49,blue-collar,married,secondary,no,-454,yes,no,cellular,14,may,558,1,-1,0,unknown,yes
36,35,blue-collar,married,primary,no,414,no,no,unknown,13,may,504,4,-1,0,unknown,yes
6503,34,admin.,divorced,primary,no,9569,yes,no,unknown,9,may,43,2,-1,0,unknown,no
4482,31,blue-collar,married,secondary,no,0,yes,no,unknown,10,aug,97,1,782,1,other,yes
1555,45,blue-collar,married,primary,yes,-443,yes,yes,cellular,20,apr,691,1,-1,0,unknown,yes
8009,32,technician,single,unknown,no,317,yes,no,unknown,21,may,394,2,-1,0,unknown,no
9931,31,services,married,secondary,no,505,no,no,cellular,11,jul,773,3,-1,0,unknown,no
10446,42,entrepreneur,married,secondary,no,169,yes,no,telephone,15,may,87,4,-1,0,unknown,no
3014,79,retired,married,primary,no,3025,no,no,cellular,11,dec,166,3,126,3,other,yes
2954,33,blue-collar,married,primary,no,195,no,no,cellular,16,nov,984,5,-1,0,unknown,yes
6907,60,self-employed,married,primary,no,46,yes,no,unknown,6,may,202,4,-1,0,unknown,no
10685,41,admin.,divorced,secondary,no,1967,yes,no,cellular,18,may,115,1,341,1,failure,no
9946,52,blue-collar,married,secondary,no,1027,no,no,cellular,23,jul,59,1,-1,0,unknown,no
2517,28,technician,single,secondary,no,113,no,no,cellular,13,aug,204,3,105,1,failure,yes
954,49,technician,single,secondary,no,-188,yes,yes,cellular,17,nov,454,1,-1,0,unknown,yes
1571,33,technician,married,secondary,no,1968,yes,no,cellular,20,apr,1817,3,-1,0,unknown,yes
3807,34,technician,married,secondary,no,0,yes,no,cellular,3,aug,261,1,470,2,failure,yes
1338,52,management,married,tertiary,no,31,no,no,cellular,10,mar,135,1,-1,0,unknown,yes
67,40,services,married,primary,no,-9,yes,no,unknown,15,may,920,2,-1,0,unknown,yes
4847,51,blue-collar,married,primary,no,541,no,no,cellular,11,aug,663,3,-1,0,unknown,yes
6908,38,blue-collar,married,primary,no,132,yes,no,cellular,14,may,797,2,-1,0,unknown,no
6763,26,technician,single,tertiary,no,686,yes,no,unknown,30,may,98,2,-1,0,unknown,no
4076,74,retired,married,secondary,no,935,no,no,cellular,25,oct,400,1,173,3,success,yes
882,30,self-employed,married,tertiary,no,1785,no,no,unknown,17,oct,235,1,-1,0,unknown,yes
4674,34,admin.,married,tertiary,no,69,no,yes,cellular,3,aug,263,3,251,3,success,yes
7352,80,retired,married,primary,no,1861,no,no,telephone,14,apr,563,2,-1,0,unknown,no
1572,26,services,single,secondary,no,136,no,no,cellular,20,apr,120,1,-1,0,unknown,yes
8299,41,services,married,secondary,no,241,yes,yes,unknown,4,jun,144,1,-1,0,unknown,no
3707,24,student,single,secondary,no,1123,no,no,cellular,13,jul,475,1,412,1,other,yes
10884,49,self-employed,married,secondary,no,2061,yes,yes,unknown,30,may,137,3,-1,0,unknown,no
2423,46,management,married,tertiary,no,242,no,no,cellular,4,aug,120,2,96,1,success,yes
1963,35,services,married,secondary,no,341,yes,no,cellular,14,may,345,1,-1,0,unknown,yes
10340,40,services,married,secondary,no,-116,yes,no,unknown,29,may,176,3,-1,0,unknown,no
2215,28,technician,single,tertiary,no,4987,no,no,cellular,2,jun,924,2,113,21,success,yes
8836,27,admin.,single,unknown,no,5,yes,no,cellular,17,jul,225,2,-1,0,unknown,no
3798,34,management,married,secondary,no,369,no,no,cellular,2,aug,868,3,342,4,failure,yes
2768,50,management,married,tertiary,no,469,no,no,cellular,16,oct,170,1,183,1,success,yes
9206,31,admin.,married,secondary,no,8784,yes,no,unknown,21,may,63,2,-1,0,unknown,no
9105,32,management,married,secondary,no,1477,yes,no,cellular,18,nov,111,1,-1,0,unknown,no
11004,55,blue-collar,married,primary,no,-79,no,yes,unknown,27,jun,293,3,-1,0,unknown,no
8849,44,technician,divorced,tertiary,no,9192,yes,no,unknown,6,jun,59,3,-1,0,unknown,no
308,40,technician,divorced,tertiary,no,0,no,no,unknown,17,jun,522,1,-1,0,unknown,yes
146,24,blue-collar,married,secondary,no,685,yes,no,unknown,26,may,896,3,-1,0,unknown,yes
9807,56,management,married,primary,no,-155,yes,no,cellular,17,nov,282,1,-1,0,unknown,no
6243,41,management,married,tertiary,no,-556,yes,yes,unknown,26,may,127,3,-1,0,unknown,no
2835,38,housemaid,divorced,secondary,no,70,no,no,cellular,27,oct,255,3,148,1,success,yes
5086,39,management,single,tertiary,no,5047,no,no,cellular,29,apr,218,4,-1,0,unknown,yes
9496,30,technician,divorced,secondary,no,3100,yes,no,unknown,21,may,154,4,-1,0,unknown,no
2776,47,blue-collar,married,secondary,no,820,no,no,cellular,19,oct,98,1,-1,0,unknown,yes
8685,45,unknown,married,primary,no,44,no,no,unknown,11,jun,81,1,-1,0,unknown,no
3370,28,admin.,single,tertiary,no,832,no,no,telephone,29,mar,433,3,342,1,failure,yes
10937,42,blue-collar,married,primary,no,205,yes,no,cellular,17,apr,582,1,-1,0,unknown,no
28,31,admin.,married,secondary,no,307,yes,no,unknown,9,may,538,1,-1,0,unknown,yes
7331,55,management,married,unknown,no,559,no,no,cellular,28,jan,271,2,-1,0,unknown,no
9074,54,blue-collar,married,primary,no,950,yes,no,unknown,15,may,285,2,-1,0,unknown,no
6071,31,management,married,tertiary,no,0,no,no,cellular,26,aug,76,2,-1,0,unknown,no
7250,60,admin.,single,secondary,no,473,no,no,cellular,5,feb,175,2,8,1,other,no
9990,39,management,single,tertiary,no,2258,yes,no,cellular,31,jul,255,2,-1,0,unknown,no
1063,58,management,married,tertiary,no,96,no,no,cellular,21,nov,850,1,-1,0,unknown,yes
9113,29,blue-collar,married,secondary,no,-28,yes,no,unknown,12,may,393,1,-1,0,unknown,no
7900,57,technician,married,secondary,no,589,yes,no,cellular,28,jan,198,1,244,1,other,no
4895,45,blue-collar,married,secondary,no,61,yes,no,unknown,26,may,745,4,-1,0,unknown,yes
5795,52,admin.,married,secondary,no,484,yes,no,unknown,6,may,128,1,-1,0,unknown,no
10045,30,self-employed,single,secondary,no,280,no,no,telephone,5,may,92,3,-1,0,unknown,no
5897,27,technician,divorced,secondary,no,21,yes,no,cellular,18,may,336,1,356,1,failure,no
3854,33,management,married,tertiary,no,1514,no,no,cellular,10,aug,447,1,728,2,failure,yes
10483,48,management,married,tertiary,no,190,no,no,cellular,25,aug,14,22,-1,0,unknown,no
7289,43,management,married,tertiary,no,0,yes,no,cellular,5,feb,280,2,-1,0,unknown,no
2144,26,student,single,tertiary,no,39,no,no,cellular,26,may,396,3,-1,0,unknown,yes
3708,27,technician,single,secondary,no,643,no,no,cellular,13,jul,317,1,-1,0,unknown,yes
3068,22,student,single,secondary,no,254,no,no,cellular,13,jan,143,2,-1,0,unknown,yes
7449,39,blue-collar,married,primary,no,766,yes,no,unknown,3,jun,350,3,-1,0,unknown,no
4386,38,management,married,tertiary,no,613,no,no,cellular,3,feb,239,1,-1,0,unknown,yes
7258,41,technician,divorced,secondary,no,1631,yes,no,cellular,12,aug,173,2,-1,0,unknown,no
7773,33,management,married,tertiary,no,62,yes,no,cellular,2,feb,102,1,264,1,failure,no
9104,39,admin.,divorced,secondary,no,32,no,yes,unknown,20,jun,8,10,-1,0,unknown,no
4436,54,management,married,tertiary,no,1014,no,yes,cellular,30,apr,240,1,162,2,failure,yes
5735,57,retired,married,primary,no,207,yes,no,unknown,8,may,193,1,-1,0,unknown,no
9738,58,management,married,tertiary,no,2261,yes,no,cellular,3,jun,1361,1,391,1,failure,no
7354,37,entrepreneur,married,tertiary,no,342,yes,no,unknown,6,jun,212,1,-1,0,unknown,no
4804,30,admin.,single,secondary,no,3528,no,no,cellular,4,aug,250,1,92,2,failure,yes
6948,38,admin.,divorced,secondary,no,0,yes,no,cellular,21,jul,93,1,-1,0,unknown,no
4920,35,technician,single,tertiary,no,1880,no,no,cellular,20,may,154,1,-1,0,unknown,yes
1475,29,admin.,single,secondary,no,731,no,no,cellular,14,apr,107,3,-1,0,unknown,yes
3023,72,retired,married,secondary,no,1533,no,no,cellular,16,dec,546,2,-1,0,unknown,yes
6627,55,blue-collar,married,secondary,no,2059,yes,no,cellular,11,may,149,1,259,4,failure,no
1664,44,blue-collar,married,unknown,no,1529,yes,no,cellular,30,apr,347,1,-1,0,unknown,yes
6776,53,housemaid,divorced,secondary,no,292,no,no,unknown,12,jun,92,2,-1,0,unknown,no
7178,34,technician,married,secondary,no,-259,yes,no,unknown,27,may,124,2,-1,0,unknown,no
10621,25,blue-collar,single,primary,no,17,yes,no,unknown,13,may,97,2,-1,0,unknown,no
10708,32,blue-collar,married,unknown,no,1267,yes,no,cellular,18,may,66,2,-1,0,unknown,no
2560,59,retired,divorced,secondary,no,1,no,no,cellular,19,aug,335,1,-1,0,unknown,yes
5869,51,admin.,divorced,secondary,no,340,yes,no,unknown,8,may,186,1,-1,0,unknown,no
929,43,admin.,married,secondary,no,2271,no,no,telephone,10,nov,524,1,-1,0,unknown,yes
7575,60,admin.,divorced,secondary,no,683,no,no,cellular,8,nov,507,1,-1,0,unknown,no
309,38,student,single,tertiary,no,3316,no,no,unknown,17,jun,1345,3,-1,0,unknown,yes
3253,27,unknown,single,unknown,no,326,no,no,cellular,22,feb,326,1,-1,0,unknown,yes
11059,35,technician,single,unknown,no,726,yes,no,cellular,5,may,163,1,-1,0,unknown,no
2443,67,management,married,tertiary,no,405,no,no,cellular,7,aug,345,2,-1,0,unknown,yes
4996,44,unemployed,divorced,tertiary,no,0,no,no,cellular,5,feb,1960,3,-1,0,unknown,yes
3931,28,management,single,tertiary,no,890,yes,no,cellular,7,sep,201,1,-1,0,unknown,yes
8670,37,management,single,tertiary,no,876,yes,no,cellular,15,apr,140,4,327,2,failure,no
5308,29,services,married,secondary,no,363,yes,no,cellular,15,may,164,1,-1,0,unknown,no
4421,34,technician,married,tertiary,no,23076,no,no,cellular,26,may,243,2,35,6,other,yes
4771,21,blue-collar,married,primary,no,-172,yes,yes,cellular,15,may,409,1,361,3,failure,yes
9167,33,management,single,tertiary,no,561,no,no,cellular,7,apr,104,1,-1,0,unknown,no
5997,44,blue-collar,married,primary,no,2,no,yes,telephone,7,jul,46,2,-1,0,unknown,no
8709,42,services,divorced,secondary,no,444,no,no,cellular,21,nov,171,1,-1,0,unknown,no
4679,37,technician,married,secondary,no,480,no,no,cellular,22,oct,344,2,182,8,other,yes
2649,36,services,married,secondary,no,52,yes,no,cellular,7,sep,351,1,95,6,success,yes
7778,38,blue-collar,married,secondary,no,468,yes,no,unknown,8,may,101,2,-1,0,unknown,no
10564,44,technician,divorced,secondary,no,314,yes,no,unknown,12,aug,18,1,651,1,success,no
3747,49,management,divorced,tertiary,no,300,no,no,cellular,21,jul,316,1,-1,0,unknown,yes
2336,34,management,married,tertiary,no,2374,yes,yes,cellular,18,jun,270,2,314,2,failure,yes
7750,32,technician,single,tertiary,no,723,no,no,cellular,28,aug,68,27,-1,0,unknown,no
3836,34,management,single,tertiary,no,417,yes,no,cellular,5,aug,270,1,174,15,failure,yes
8305,48,retired,married,tertiary,no,4,no,yes,cellular,23,jul,70,5,-1,0,unknown,no
248,56,housemaid,divorced,primary,yes,1238,no,no,unknown,5,jun,1558,1,-1,0,unknown,yes
2505,43,technician,single,secondary,no,451,no,no,cellular,12,aug,289,2,-1,0,unknown,yes
6811,41,blue-collar,married,unknown,no,732,yes,no,unknown,16,may,25,1,-1,0,unknown,no
10504,31,technician,single,tertiary,no,279,yes,no,unknown,13,may,198,1,-1,0,unknown,no
2106,42,management,married,primary,no,5310,yes,no,cellular,22,may,545,2,186,1,success,yes
7154,33,technician,single,secondary,no,3499,yes,no,cellular,11,may,143,3,356,1,other,no
8772,26,unemployed,single,tertiary,no,2170,no,no,cellular,3,feb,317,1,-1,0,unknown,no
8087,29,management,single,tertiary,no,1566,yes,no,unknown,4,jun,233,1,-1,0,unknown,no
6986,21,student,single,tertiary,no,1258,no,no,cellular,7,jul,404,1,-1,0,unknown,no
2701,40,technician,married,tertiary,no,1293,no,no,cellular,16,sep,1702,3,105,2,success,yes
5362,38,management,divorced,tertiary,no,4335,yes,no,cellular,20,nov,640,1,-1,0,unknown,no
2958,55,technician,divorced,tertiary,no,0,no,no,cellular,17,nov,134,2,91,1,success,yes
6115,37,technician,single,secondary,no,6714,yes,no,unknown,23,may,90,1,-1,0,unknown,no
2663,30,blue-collar,single,secondary,no,161,no,yes,telephone,8,sep,298,3,-1,0,unknown,yes
4563,56,blue-collar,married,secondary,no,448,yes,yes,cellular,17,may,556,1,181,2,other,yes
10724,35,unemployed,married,secondary,no,2228,no,no,unknown,19,jun,461,2,-1,0,unknown,no
3065,28,self-employed,single,tertiary,no,4579,no,no,cellular,12,jan,409,2,-1,0,unknown,yes
1070,30,student,single,tertiary,no,2766,no,no,cellular,21,nov,834,1,-1,0,unknown,yes
1390,30,admin.,single,tertiary,no,311,no,no,cellular,31,mar,158,2,-1,0,unknown,yes
365,33,services,married,secondary,no,114,no,yes,unknown,3,jul,676,1,-1,0,unknown,yes
4298,58,unknown,married,unknown,no,1547,no,no,telephone,5,aug,1186,4,-1,0,unknown,yes
2580,22,student,single,secondary,no,144,no,no,cellular,21,aug,116,1,-1,0,unknown,yes
2456,44,admin.,single,secondary,no,1534,no,no,cellular,7,aug,166,1,99,2,other,yes
6856,31,blue-collar,married,secondary,no,4471,yes,no,unknown,9,may,296,2,-1,0,unknown,no
1806,32,self-employed,single,tertiary,no,0,yes,no,cellular,6,may,767,1,-1,0,unknown,yes
3339,82,retired,divorced,primary,no,0,no,no,telephone,15,mar,506,2,195,1,other,yes
712,31,management,married,tertiary,no,676,no,no,cellular,7,aug,1182,1,-1,0,unknown,yes
2378,28,blue-collar,single,secondary,no,643,no,no,cellular,3,jul,308,2,-1,0,unknown,yes
10193,32,technician,single,tertiary,no,1710,yes,no,cellular,15,may,439,1,175,3,other,no
6767,31,technician,single,secondary,no,137,no,no,cellular,27,aug,27,14,-1,0,unknown,no
8433,46,blue-collar,married,primary,no,143,yes,no,unknown,7,may,279,1,-1,0,unknown,no
3618,64,retired,married,secondary,no,3189,no,no,telephone,15,jun,208,1,-1,0,unknown,yes
9455,47,blue-collar,married,primary,no,673,yes,yes,unknown,6,jun,118,4,-1,0,unknown,no
8980,36,management,single,tertiary,yes,-508,yes,no,cellular,17,apr,832,2,-1,0,unknown,no
4634,28,management,single,tertiary,no,1287,yes,no,cellular,26,feb,65,1,-1,0,unknown,yes
10108,33,blue-collar,married,primary,no,0,no,no,cellular,8,may,174,1,-1,0,unknown,no
2391,27,student,single,secondary,no,111,no,no,cellular,7,jul,495,2,-1,0,unknown,yes
7436,46,blue-collar,married,primary,no,-271,yes,no,cellular,25,jul,65,2,-1,0,unknown,no
6116,35,blue-collar,married,primary,no,623,yes,no,cellular,6,may,97,2,-1,0,unknown,no
7495,39,blue-collar,married,secondary,no,5222,yes,no,unknown,28,may,102,1,-1,0,unknown,no
4736,53,management,divorced,tertiary,no,50,yes,no,cellular,15,may,669,1,337,3,failure,yes
1932,39,management,married,tertiary,no,297,yes,no,cellular,13,may,734,2,-1,0,unknown,yes
4464,40,housemaid,single,tertiary,no,7441,no,no,cellular,31,jul,1461,6,-1,0,unknown,yes
